,title,main
19,"해외시청자, 韓 콘텐츠 세번째로 많이 본다","해외OTT 이용행태 및 시장 조사 결과 발표방송통신위원회는 ‘2023년 해외 온라인동영상서비스(OTT) 이용행태 및 시장 조사’ 결과를 22일 발표했다.올해 이용행태조사는 영국, 일본, 멕시코, 브라질을 대상으로, 시장조사는 대만, 일본, 인도네시아, 아랍에미리트(UAE)를 대상으로 실시했다.



[이미지출처=픽사베이]조사 대상국 모두 자국 콘텐츠, 미국 콘텐츠에 이어 한국 콘텐츠(K-콘텐츠)를 세 번째로 많이 시청한 것으로 나타났다.영국은 유료 OTT 이용률(70%)이 높아 OTT를 통한 콘텐츠 시청에 익숙한 문화이며, 중복가입(4.1개)도 높은 것으로 확인됐다. OTT 시장이 사실상 포화상태로 분석된다. 혼자 시청하는 비율(49.8%)과 가족과 함께 시청하는 비율(44.6%)은 비슷하게 나타났다.일본은 유료 OTT 이용률(37.8%)과 중복가입(2.4개)이 상대적으로 낮다. 응답자 대부분이 OTT를 혼자 시청(70.2%)하며, 한번 가입하면 해지·전환하는 사례(해지율 54.9%)가 적어 다른 OTT로의 전환 가능성이 낮게 나타났다.멕시코는 71.2%가 가족과 함께 OTT를 시청한다고 응답했고, 브라질도 이와 유사한 경향성을 보였다. 이러한 시청행태는 ‘텔레노벨라(중남미, 스페인 등에서 제작되는 일일 연속극)’ 등 가족 소재 콘텐츠 선호로 이어져 K-콘텐츠가 중남미 스페인 언어권 국가로 진출하는 데 도움이 될 것으로 분석했다.대만과 인도네시아는 K-콘텐츠를 자국 콘텐츠보다 많이 시청하고 있으며, K-팝을 비롯한 K-콘텐츠 등 한국문화 전반에 대해 긍정적으로 인식하고 있었다. 대만은 높은 구매력으로 OTT 구독에 대한 가격 저항이 낮아, 최신 K-콘텐츠를 빠르게 시청하고자 하는 수요와 맞물려 유료 우회 서비스 등을 이용한 불법콘텐츠 이용률(81.1%)이 높았다. 대만 정부는 OTT 지원정책으로 로컬 콘텐츠 제작 및 마케팅 비용 등을 지원하고 있어 불법콘텐츠 대응 전략을 통한 시장 진출이 가능할 것으로 보인다.일본은 실용주의 성향으로 저비용 OTT 아마존프라임의 점유율이 43.2%로 넷플릭스(19.1%)보다 높았다. 자국 애니메이션 콘텐츠, 유명 소설·웹툰 원작 콘텐츠를 선호하는 것으로 나타나 다양한 결합 서비스(K-콘텐츠, 웹툰 등)를 통한 일본 시장 진입 방안이 유효할 것으로 전망했다.인도네시아는 세계 4위 인구와 평균연령 29.7세의 젊은 국가로 향후 OTT 산업 발전 가능성이 높을 것으로 전망했다. 낮은 구매력으로 무료시청을 선호하여 불법콘텐츠 이용에 대한 대응 전략인 광고 기반 요금제 등을 통한 시장 진출 가능성이 높다고 분석했다.UAE는 튀르키예, 인도 등 문화적 유사성이 있는 국가의 콘텐츠를 선호하며, 종교적 이슈가 있는 콘텐츠에 대해 민감도가 높은 것으로 나타났다. 특히, 외국인 투자에 혜택이 있는 미디어 관련 프리존(외국인 100% 지분 소유, 면세 등 혜택)을 통한 시장 진출 가능성을 제시했다.국내 OTT 사업자는 “해외 OTT 이용자들의 이용행태 변화뿐 아니라 법적 규제, 지원정책 등에 대한 시의성 있는 내용이 도움 됐다”며, “플랫폼 진출, 오리지널 콘텐츠 진출 등 다양한 해외 진출 전략에 활용할 계획”이라고 밝혔다."
20,내년 R&D 예산 4.6조원 삭감…기존 안에서 6000억원 '찔끔' 증액,"젊은 연구자 고용불안 완화 등 인건비 집중 투입…과학계 ""여전히 부족한 수준""



내년도 연구개발(R&D) 예산안이 지난해보다 15% 가량 삭감됐다. 게티이미지뱅크 제공   내년도 연구개발(R&D) 예산안이 지난해보다 4조6000억원 삭감된 25조9000억원 규모로 책정됐다. 당초 5조2000억원 삭감안과 비교하면 6000억원이 늘어났지만 과학계는 전체 삭감 규모와 비교하면 '찔끔 증액'이 이라며 아쉬움을 감추지 못했다.   여야는 21일 오후 국회 본회의에서 내년도 R&D 예산안을 처리했다. R&D 예산은 올해 31조 1000억원 대비 15% 삭감됐다. 이에 따라 정부 총지출에서 차지하는 비중은 올해 4.9%에서 3.9%로 줄어들었다. R&D 예산 삭감이 이뤄진 것은 1991년 이후 33년만이다. 21년만에 정부 총지출 대비 투자비중이 3%로 떨어지게 됐다.   이날 공개된 예산안에 따르면 기존 안에서 증액된 6000억원 중 대부분은 연구자의 고용불안을 완화하는 데 사용된다. 전체 증액분 중 5230억원이 투입된다. 앞서 과학기술계에선 R&D 예산 삭감으로 정부출연연구기관이나 대학의 젊은 연구자들의 고용을 지속할 수 없다는 지적이 터져나온 바 있다.   구체적으로 박사후연구원 연구사업 신설에 450억원이 투입된다. 대학원생 장학금과 연구장려금에 100억원이 배정됐다. 연구과제중심제도(PBS) 비중이 큰 출연연의 인건비로 388억원이 수혈되며 기업 R&D 종료과제의 인건비 한시 지원에 1782억원이 추가된다.    증액분은 최신 장비의 구축과 운영 등에도 할당됐다. 중이온가속기, 양성자가속기, 슈퍼컴퓨터 등 최신형 고성능 대형장비에 대해 434억원이 더해진다. R&D 예산 삭감안이 발표된 8월 이후 한국과학기술정보연구원(KISTI)의 슈퍼컴퓨터 '누리온'과 포항방사광가속기연구소의 3, 4세대 방사광 가속기는 예산 문제로 운영을 중단하기도 했다.   첨단 기술 분야도 증액분의 수혜를 보게 됐다. 달탐사, 통신(6G), 모빌리티(K-UAM) 등 차세대 기술에 188억원이, 원전 안전성과 부품 경쟁력 강화 등 원천기술 투자에 148억원이 늘어나게 됐다.   당초 예산안과 비교하면 증액이 이뤄졌지만 과학기술계는 '턱없이 부족한 수준'이라고 입을 모았다. 한 출연연 관계자는 ""당초 삭감안과 비교했을 때 일부 증액이 이뤄진 것은 고무적이지만, 여전히 각 연구기관의 주요 사업의 타격은 불가피한 수준""이라며 ""R&D 예산 삭감의 후폭풍은 내년에 본격적으로 체감될 것""이라고 말했다.   예산삭감으로 지장을 받게 된 연구 사업이 원활하게 진행되지 못하면서 연구자들의 고충은 다양한 방식으로 발생할 것이란 우려도 조심스럽게 제기된다. 또 다른 연구자는 ""많은 사업이 예정대로 진행되지 못함에 따라 관리 감독이 강화될 가능성도 있다""며 ""내년은 과학기술계에 힘든 한 해가 될 것""이라고 전했다."
21,"디지털플랫폼정부, 초거대AI로 공공서비스 혁신 나선다","[ⓒ 픽사베이][디지털데일리 권하영 기자] 디지털플랫폼정부위원회(위원장 고진, 이하 위원회)와 과학기술정보통신부(장관 이종호, 이하 과기정통부)는 디지털플랫폼정부 구현을 위한 초거대 AI 활용한 개발·지원 사업 성과를 공유하는 성과보고회를 22일 대한상송회의소에서 개최했다.이번 성과보고회는 위원회가 지난 4월 발표한 ‘디지털플랫폼정부 실현계획’에 따라 디지털플랫폼정부의 핵심 인프라 구현을 목표로 민간·공공 데이터, 서비스를 안전하게 연결하고, 이를 융합·활용하는 혁신서비스를 개발‧지원한 사업 추진 성과 공유를 위해 마련됐다.특히 올해는 초거대 AI, 애자일 개발방법론 등 혁신기술을 활용한 공공의 혁신서비스 창출을 적극 지원하여 국민이 직접 이용하고 개선 효과를 체감할 수 있는 다양한 우수사례들을 발굴했다.먼저, 공공 부문에 초거대AI 기반 서비스를 선도적으로 개발·도입하도록 행정·공공기관과 중소기업 등에 초거대AI 활용을 종합적으로 지원하는 ‘민간의 첨단 초거대 AI 활용 지원 사업’을 통해 올해는 네이버·KT·마음AI·바이브컴퍼니 등 4개의 공급기업을 선정했고, 170여개 기관·기업의 초거대 AI 플랫폼 이용 지원 및 활용 활성화를 위한 컨설팅을 제공했다.내년에는 사업예산을 올해보다 대폭 늘리고, 행정·공공기관 지원 대상도 올해 70개 기관에서 200개 이상 기관으로 확대해 공공부문 전반에서 초거대 AI를 자유롭게 이용할 수 있는 여건을 정착시킬 계획이다.이날 보고회에서는 ‘민간의 첨단 초거대 AI 활용 지원’ 사업 중 대표적으로 성과를 거둔 초거대AI 공급기업의 자사플랫폼 활용 ‘공공 부문 특화 서비스’ 개발 성과, 초거대AI 전문기업이 공공 수요 기반 개발·도입한 ‘공공 민원콜센터 업무지원 AI 어시스턴스 서비스(와이즈넛-화성시)’, ‘도시철도 교통안전 GPT 서비스(솔트룩스-서울교통공사)’ 등의 사례가 발표됐다.또한 ‘애자일 혁신서비스 개발 지원 사업(7건)’ 대표 사례인 ‘AI 기반 디지털 난임케어 서비스(대구대학교 산학협력단-경상북도)’, ‘대화형 응급상황 대응 매뉴얼 및 스마트 이송 연계 시스템(빔웍스-대구광역시)’, ‘소상공인 외식통계 조회 서비스(나이스지니데이타-한국농수산식품유통공사)’ 등 사례도 발표됐다.디지털플랫폼정부위원회 고진 위원장은 “지난 1년의 초거대 AI활용 성과를 통하여 AI에 대한 막연한 기대감이 높은 효용성으로 증명되는 사례를 확인하고, 공공분야에서도 누구나 쉽게 AI를 활용하는 ‘인공지능 일상화’의 구현 가능성을 확인했다”며 “국민이 직접 체감할 수 있는 디지털플랫폼정부의 조속한 구현을 위해 최선을 다하겠다”라고 밝혔다.과기정통부 이종호 장관은 “앞으로도 과기정통부는 민간이 혁신적인 디지털플랫폼정부 서비스를 창출하는 기반을 조성하고, 생태계를 활성화해 나가겠다”며 “디지털플랫폼정부가 성공적으로 구현될 수 있도록 민·관에서 많은 관심을 갖고 적극적으로 참여해주시기를 부탁드린다”라고 말했다."
22,‘삭감 논란’ 연구개발(R&D) 지원 예산 6217억원 늘어,"삭감 논란을 빚었던 연구개발(R&D) 지원 예산이 6217억원 늘어났다. 정부는 R&D 분야의 고용불안 해소와 차세대·원천기술 연구를 지원하는 데 초점을 맞혔다는 설명이다.기획재정부는 21일 국회 본회의에서 이같은 내용의 2024년 예산안이 의결됐다고 밝혔다. 당초 정부안에서 5조1626억원(16.6%) 줄며 과학계의 비판을 받았던 연구개발(R&D) 예산은 6000억원 증액됐다. 기재부는 R&D 구조개혁에 따라 연구자의 고용 불안정을 완화하는데 초점을 맞혀 관련 예산을 보강했다는 설명이다. 기초 연구 과제비를 추가지원하기 위해 1528억원을 증액하고, 박사후연구원 연구사업을 신설하기 위한 예싼을 450억원 증액했다.



[이미지출처=연합뉴스]고성능 대형장비를 운영하도록 지원하기 위한 투자도 강화한다. 슈퍼컴퓨터나 중이온가속기, 양성자가속기 등 최신형 고성능 대형장비 운영 비용 지원을 확대하기 위해 434억원을 증액했다. 달탐사와 통신(6G), 모빌리티(K-UAM) 등 차세대 기술을 위한 투자도 1888억원 늘렸다. 특히 논란을 빚던 원전 예산도 증액됐다. 원전 안전성과 부품 경쟁력 강화 등 원천기술 투자의 경우 148억원이 증액됐다.한펴 육아 부담을 완화하기 위한 관련 예산도 새롭게 확보됐다. 특히 민간 어린이집 급식의 부담 경감을 지원하는 급식위생 관리지원금 예산은 국회 논의 과정에서 새롭게 편성됐다. 월 30만원씩 50인 이상 급식 6000개소에 관리지원금을 지급하는 예산이 108억원으로 신규 책정됐다. 기재부는 저출산 등 영향으로 상당수 어린이집의 운영이 어려워지는 상황에서 급식 등에 미칠 수 있는 피해를 최소화하기 위한 취지로 설명했다. 육아 근로자의 시차출퇴근제 장려금 지원 범위를 30인 이하 기업에서 모든 중견, 중소기업으로 확대하기 위한 예산도 14억원 늘었다."
23,내년 R&D예산 6000억 복원에도…과학계 엇갈린 평가,"여야 합의로 예산안 통과···4조 6000억원 삭감으로연구자 고용 불안 해소, 원천기술, 고성능 장비 지원'생색내기'라는 시각과 '그나마 다행' 평가 엇갈려[이데일리 강민구 기자] 여야가 내년도 연구개발(R&D) 예산을 정부안대비 6000억원 늘리는데 합의하고 21일 이같은 내용을 담은 최종 예산안을 국회 본회의에서 통과시켰다. 이로써 과학기술정보통신부 소관 예산을 포함한 정부 전체 R&D 예산은 26조5000억원으로 확정됐다. 현장 연구자 고용 불안 해소, 차세대 원천기술 연구 보강, 최신·고성능 연구장비 지원에 대한 복구가 우선적으로 이뤄졌다.과학계에서는 일부라도 예산안 복구가 이뤄져 다행이라는 시각과 삭감액이 큰 만큼 해당 분야 계속연구과제(해를 이어서 수행하는 과제) 등 기존 연구에 차질이 불가피하다는 시각이 엇갈리고 있다. 



지난 11월 조승래 더불어민주당 의원이 지난달 주최한 ‘R&D 예산 삭감 대응을 위한 대학생 국회 토론회’에서 참석 학생들이 포즈를 취하고 있다.(사진=조승래 의원실)기초연구비, 신진연구자 지원 등 복구앞서 정부는 내년 R&D 예산을 올해(31조778억원)보다 5조1626억원(16.6%) 삭감한 예산안을 국회에 제출한 바 있다. 외환위기(IMF) 때도 삭감하지 않았던 예산 감축이 현실화되면서 과학계 반발이 이어졌다. 과학기술단체들로 구성된 한국과학기술단체총연합회장이 기획재정부 장관 등을 만나 예산 증액을 요청했고, 전국공공연구노동조합은 삭발식까지 열며 예산 원상 복구를 요구했다. 특히 정부출연연구기관 관계자로 구성된 출연연과학기술인협의회총연합회와 노조가 중심이 된 ‘국가 과학기술 바로 세우기 과학기술계 연대회의’까지 출범해 예산 삭감 원상 회복을 요구했다. 학생 연구원들의 반발도 이어졌다. KAIST 등 국내 주요 대학 대학생 단체들은 R&D 예산 삭감을 반대하는 서명을 국회에 전달했다. 이대로면 연구현장이 위축돼 해외로 떠날수 밖에 없다는 지적들이 잇따랐다.이같은 반발이 이어지자 국회는 정부와 협의를 거쳤고 결국 이 과정에서 최종적으로 정부안대비 일부 예산 복구가 이뤄졌다. 국회 본회의를 통과한 내년 R&D 예산안을 보면 특히 기초연구비, 차세대 원천기술 개발, 정부출연연구기관 인건비, 첨단 연구장비 구축·운영비, 신진 연구자 지원에 대한 예산이 우선적으로 복구됐다. 과기정통부도 국가전략기술 확보, 해외 협력 지원, 디지털 확산, 출연연·지역혁신 역량 제고 등에 예산을 집중 투입한다는 계획이다.이는 학생연구원 등 미래 세대의 반발, 기초연구에 대한 학계의 우려 표명, 다목적 방사광가속기와 슈퍼컴퓨터 등 첨단 연구장비 구축 및 운영에 대한 과학계 의견을 일부 반영한 것으로 풀이된다.정옥상 기초연구연합회장은 “기초연구에 대한 타격은 줄었지만 예산 복구 규모가 너무 작은데다 판을 흔들어놨다는 점에서 평가가 엇갈린다”며 “연속과제 등은 타격이 불가피하다는 점에서 아쉬움이 있다”고 했다.다만, 일각에서는 일부 예산 복구에도 불구하고 사상 처음으로 R&D 예산을 삭감한 정부가 됐다는 점, 삭감폭이 여전히 크다는 점에서 우려를 표명, 집단 행동 움직임도 준비 중인 것으로 알려졌다. 특히 연구자들을 ‘카르텔’로 규정하며 충분한 소통 없이 일방적으로 삭감했던 부분 등을 지적하고 있다.문성모 출연연과학기술인협의회총연합회장은 “정부는 국가과학기술발전을 위한 안을 짜는 역할을 해야 하고 연구자들을 격려해야 하는데 ‘카르텔’로 규정하고, 사기를 저하시켰다”며 “사상 처음으로 예산을 삭감했다는 정부라는 오점이 역사기록에 남을 것”이라고 지적했다.문 회장은 “연총에서도 의견을 모아 성명서를 낼 계획”이라며 “이미 연구현장에서 타격은 큰 상황으로 일부 증액이 됐다고 해서 변한 사항은 없다고 본다”고 부연했다.이번 삭감안에 대해 야당에서도 아쉬움을 피력했다. 조승래 의원(더불어민주당)은 국회 본회의 토론에서 “이번 예산 삭감의 문제는 이것이 향후 예산 편성의 기준과 선례가 될 수 있다는 점이며, 이는 내후년도 예산도 만만치 않을 것이라는 얘기”라며 “이번 예산 편성 과정을 엄정하게 평가해 개선하고 연구자 중심의 제도 개선을 이뤄내야 한다”고 꼬집었다.정부는 이에 대해 앞으로 비효율을 개선하고 세계 최고 연구환경을 조성하겠다는 원칙을 되풀이했다. 이종호 과기정통부 장관은 “내년도 예산은 기술패권 경쟁의 시대에서 우리나라가 세계 초일류 경쟁력과 차세대 성장동력을 확보하도록 글로벌 R&D를 확대하고 신진연구자 지원을 강화하는 등 세계 최고 연구를 수행할 수 있는 연구환경을 조성하는데 중점을 뒀다”며 “정부는확정된 예산에 따라 앞으로도 학생과 연구자들이 연구 현장에서 어려움이 없도록 확인하고, 제도적인 보완 노력도 계속해나가겠다”고 했다."
24,박사후연구원 사업에 예산 450억 투입,내년 R&D 예산 6000억 증액내년에 정부 예산 450억 원이 투입돼 박사후연구원 연구사업이 만들어진다. 국회가 연구자 고용 불안 우려 등을 해소하기 위해 인건비와 과제비를 중심으로 연구개발(R&D) 예산 6000억 원을 증액한 데 따른 것이다.  21일 과학기술정보통신부에 따르면 국회 본회의에서 통과된 전체 정부 R&D 예산안은 26조5000억 원이다. 정부는 당초 R&D 예산을 25조9000억 원으로 책정했다가 국회 심의 과정에서 금액을 확대했다. 다만 올해 정부 R&D 예산 31조1000억 원과 비교하면 4조6000억 원(14.7%) 줄었다.  증액 예산의 약 3분의 1 규모인 2078억 원이 ‘연구자 주도 기초연구 지원사업’에 책정됐다. 구체적으로 정부는 기초연구 과제를 지속해서 추진할 수 있도록 관련 예산을 기존 정부안 대비 1430억 원 증액했다. 대학원생 장학금과 장려금 목적으로 100억 원을 증액했다. 정부출연연구기관(출연연)이 고유 목적의 연구에 집중할 수 있도록 인건비 중심의 예산 388억 원도 확충했다. 일부 기업을 위한 보조금 성격으로 판단해 정부가 줄였던 ‘기업 R&D 예산’은 기존 대비 1782억 원 높였다. 연구자 1만6000만 명의 인건비를 한시적으로 지원하는 성격이다. 차세대 원천 기술 개발과 대규모 첨단 장비 구축을 위한 예산은 기존 정부안보다 770억 원 확대했다.
25,K-콘텐츠 선호도 1위 국가는 대만·인니,"방통위, ‘2023년 해외 OTT 이용행태 및 시장 조사’ 결과英·日·멕시코·브라질 OTT 시청자, 3번째로 소비



2023년 해외 OTT 이용행태조사 결과.ⓒ방송통신위원회[데일리안 = 남궁경 기자] 영국, 일본, 멕시코, 브라질 거주자들이 자국 콘텐츠, 미국 콘텐츠에 이어 한국 콘텐츠(K-콘텐츠)를 가장 많이 소비하는 것으로 나타났다. 대만과 인도네시아는 K-콘텐츠의 선호도가 자국 콘텐츠보다 높았다.방송통신위원회는 22일 이같은 내용이 담긴 ‘2023년 해외 온라인동영상서비스(OTT) 이용행태 및 시장 조사’ 결과를 발표했다. 이 조사는 해외 주요 국가별 OTT 산업동향과 이용자들의 특성을 중점적으로 다루는 조사로, 국내 OTT 사업자의 해외 시장진출을 위한 기초자료로 활용된다.올해 이용행태조사는 영국, 일본, 멕시코, 브라질을 대상으로, 시장조사는 대만, 일본, 인도네시아, 아랍에미리트(UAE)를 대상으로 실시했다. 국가별 이용행태 및 콘텐츠 내용을 분석해 국내 OTT의 아시아, 유럽, 남미, UAE 등 해외 시장진출 전략 수립에 필요한 주요 시사점도 제시했다.해외 OTT 이용행태조사 보고서에 따르면, 조사 대상국 모두 자국 콘텐츠, 미국 콘텐츠에 이어 K-콘텐츠를 세 번째로 많이 시청한 것으로 나타났다.영국은 유료 OTT 이용률(70%)이 높아 OTT를 통한 콘텐츠 시청에 익숙한 문화이며, 중복가입(4.1개)도 높아 OTT 시장을 사실상 포화상태로 분석됐다. 혼자 시청하는 비율(49.8%)과 가족과 함께 시청하는 비율(44.6%)은 비슷하게 나타났다.일본은 유료 OTT 이용률(37.8%) 및 중복가입(2.4개)이 낮고, 응답자 대부분이 OTT를 혼자 시청(70.2%)하며, 한번 가입하면 해지·전환하는 사례(해지율 54.9%)가 적어 다른 OTT로의 전환 가능성이 낮게 분석됐다.반면, 멕시코는 71.2%가 가족과 함께 시청한다고 응답했고, 브라질도 이와 유사한 경향성을 보였다. 이러한 시청행태는 ‘텔레노벨라’ 등 가족 소재 콘텐츠 선호로 이어져 K-콘텐츠가 중남미 스페인언어권 국가로 진출하는 데 도움이 될 것으로 보인다. 텔레노벨라는 텔레비전 소설이란 뜻으로, 중남미, 스페인 등에서 제작되는 일일 연속극을 의미한다.대만과 인도네시아는 K-콘텐츠를 자국 콘텐츠보다 많이 시청하고 있는 국가로 조사됐다. 이들은 K-팝을 비롯한 K-콘텐츠 등 한국문화 전반에 대해 긍정적으로 인식하고 있었다.대만은 높은 구매력으로 OTT 구독에 대한 가격 저항이 낮아, 최신 K-콘텐츠를 빠르게 시청하고자 하는 수요와 맞물려 유료 우회서비스 등을 이용한 불법콘텐츠 이용률(81.1%)이 높았다. 대만 정부는 OTT 지원정책으로 로컬 콘텐츠 제작 및 마케팅 비용 등을 지원하고 있어 불법콘텐츠 대응 전략을 통한 시장 진출이 가능할 것으로 분석했다.일본은 실용주의 성향으로 저비용 OTT 아마존프라임의 점유율이 43.2%로 넷플릭스(19.1%) 보다 높았다. 자국 애니메이션 콘텐츠, 유명 소설·웹툰 원작 콘텐츠를 선호하는 것으로 나타나 다양한 결합서비스(K-콘텐츠, 웹툰 등)를 통한 일본 시장 진입 방안이 유효할 것으로 전망했다.인도네시아는 세계 4위 인구와 평균연령 29.7세의 젊은 국가로 향후 OTT 산업 발전 가능성이 높을 것으로 전망했다. 낮은 구매력으로 무료시청을 선호해 불법콘텐츠 이용에 대한 대응전략인 광고기반 요금제 등을 통한 시장 진출 가능성이 높다고 분석했다.UAE는 튀르키예, 인도 등 문화적 유사성이 있는 국가의 콘텐츠를 선호하며, 종교적 이슈가 있는 콘텐츠에 대해 민감도가 높은 것으로 나타났다. 특히 외국인 투자에 혜택이 있는 미디어 관련 프리존을 통한 시장진출 가능성을 제시했다."
26,"[단독] 애플, AI 마침내 공개…영상서 인물 분리해 마음대로 움직인다","아카이브에 논문 두편 수록휴먼 가우시안 스플랫삼성전자 가우스와 격돌온디바이스AI 효율 극대화



 휴먼 가우시안 스플랫(HUGS·Human Gaussian Splats) 출처=애플애플 연구진이 인공지능(AI)에 대한 연구 결과를 아카이브(arxiv)에 22일 전격 공개했다.휴먼 가우시안 스플랫(HUGS·Human Gaussian Splats)이라는 논문에 따르면, 애플은 한 대의 카메라인 단안 비디오를 활용해 3D 애니메이션 아바타를 생성하는 기술을 시연했다.동영상에서 배경과 인물을 분리해 내고, 이를 다시 재활용할 수 있는 기술이다. 예를 들어, 눈 밭을 걸어가는 사람 관련 영상이 있다면, AI가 이를 학습한 뒤 인물과 배경을 마음대로 조합할 수 있다. 다른 각도에서 인물이 춤을 추는 영상으로 만들 수 있다. 이 과정에서 애플은 SMPL이라는 통계적 체형 모델을 사용했다고 밝혔다. 이 기술을 통해 디테일한 옷이나 머리카락과 같은 요소를 캡처할 수 있다.애플 연구진은 “기존 아바타 생성 방식에 비해 HUGS는 훈련 및 렌더링 속도가 최대 100배 빠르다”면서 “일반적인 게임용 GPU에서 단 30분 동안 시스템을 최적화해 이러한 결과를 만들어 낼 수 있다”고 설명했다.이 같은 기술은 향후 합성 미디어 등 새로운 지평을 열 것으로 보인다. 특히 아이폰에 해당 기술이 탑재될 경우 새로운 3D 장면을 창조할 수 있을 것으로 보인다. 향후 아이폰에 동영상을 업로드하면, 아이폰이 인물을 분리해 사막을 걷거나 우주를 유영하는 영상으로 전환해 줄 수 있는 대목이다.



 휴먼 가우시안 스플랫(HUGS·Human Gaussian Splats) 출처=애플삼성전자는 향후 갤럭시 S24에 온디바이스 AI인 ‘가우스’를 탑재할 예정이어서, 격돌이 불가피할 것으로 보인다. 다만 삼성전자의 가우스는 비디오 보다는 통번역에 특화된 것으로 알려졌다.또 이날 애플은 제한된 메모리로 효율적인 대규모 언어 모델 추론(Efficient Large Language Model Inference with Limited Memory)이라는 논문도 발표했다.메모리가 제한된 기기에 대규모 언어모델(LLM)을 배포하는 데 있어 주요 과제를 해결했다는 평가다. 오픈AI GPT-4와 같은 최신 자연어 모델에는 수천억 개의 파라미터가 포함돼 있다. 따라서 일반 소비자 하드웨어에서는 추론이 사실상 불가능하다. 이번 논문은 DRAM으로의 데이터 전송을 최소화하는 것이 골자다. 애플 연구진은 “플래시 메모리 동작과 조화를 이루는 추론 모델을 구축해, 플래시에서 전송되는 데이터의 양을 줄일 수 있다”고 강조했다. 해당 방법을 적용할 경우 ‘온디바이스’AI 시대가 더욱 가속화될 것으로 보인다. 특히 연구진은 이러한 방법을 활용해 애플 M1 맥스 CPU에서 추론 시간을 4~5배 앞당기고 속도는 20~25배까지 향상됐다고 덧붙였다."
27,"라인게임즈, 콘솔 신작 '창세기전: 회색의 잔영' 정식 발매","'창세기전' '창세기전2' 합본 리메이크, 총 42챕터 구성라인게임즈(대표 박성민)는 레그스튜디오(디렉터 이세민)가 개발한 콘솔 어드벤처 시뮬레이션 롤플레잉게임(ADV SRPG) ‘창세기전: 회색의 잔영’을 22일 정식 출시했다.



  [사진=라인게임즈]창세기전: 회색의 잔영은 12세 이용가로, 전국 주요 게임 전문점에서 패키지 버전을 구입하거나 닌텐도 온라인 스토어, 닌텐도 e숍을 통해 다운로드 버전 구매 후 닌텐도 스위치에서 플레이할 수 있다.이 게임은 국내 패키지 게임 시장에서 큰 인기를 얻은 '창세기전'과 '창세기전2'를 아우르는 합본 리메이크다. 원에스더, 남도형, 장민혁 등 국내 정상급 성우들의 풀 보이스가 적용돼 몰입감을 높였다. 원작을 기반으로 세부 스토리가 추가돼 총 42챕터, 약 80시간가량의 플레이 타임이 제공된다."
28,"더존비즈온, 청년 고용 활성화 기여 노동부장관상 수상","ERP 주니어 컨설턴트 양성 프로그램 운영더존 EJC 수료자도 수기 공모전서 이사장상 



더존비즈온이 고용노동부의 '2023년 청년친화형 기업 ESG 지원사업' 선정 프로그램인 'The EJC(ERP 주니어 컨설턴트)'가 우수 프로그램에 선정돼 고용노동부 장관상을 수상했다. 더존비즈온 제공  [파이낸셜뉴스] ㈜더존비즈온의 청년 고용 활성화를 위해 진행한 'The EJC(ERP 주니어 컨설턴트)'가 지난 21일 서울 JW메리어트 동대문에서 열린 '2023 청년친화형 기업 ESG 지원사업 성과공유회'에서 우수 프로그램에 선정돼 고용노동부 장관상을 수상했다.   22일 더존비즈온에 따르면, 한국생산성본부(KPC)와 함께 ERP 주니어 컨설턴트 양성에 초점을 맞춰 현장실무 중심으로 운영한 The EJC 프로그램이 청년 고용 활성화와 ESG 가치 창출에 기여한 공로를 인정받았다.   더존비즈온의 현장실습과 한국생산성본부의 직무교육을 동시에 이수할 수 있는 이 과정은 기업경영의 핵심 솔루션인 ERP에 대한 이해도를 높이고 디지털 전환을 경험을 통해 직무 역량을 향상시켰다는 평가다. 더존비즈온 관계자는 ""더존 ERP에 대한 이해와 실전 업무경험을 바탕으로 ERP 개념을 실현하는 정보시스템 전문가 양성 프로그램을 직접 설계하고, 운영까지 참여했다는 점에서 의미가 크다""고 설명했다.   이와 함께 실시된 청년친화형 기업 ESG 지원사업 참여 수기 공모전에서는 The EJC 프로그램에 참여한 황빈희 수료생이 '나의 성장일지'라는 제목의 수기로 한국산업인력공단 이사장상을 수상하는 쾌거를 거뒀다. 황빈희씨는 ""청년친화형 기업 ESG 지원사업의 취지에 부합하는 The EJC 프로그램 체험이 직무 역량을 향상시키는 기회가 됐다""고 말했다.   한편, 고용노동부가 주관하는 청년친화형 기업 ESG 지원사업은 기업의 사회적 가치 창출 지원을 통해 청년에게 취업 역량 향상의 기회를 제공하는 사업이다. 이번 행사는 올해 지원사업에 참여한 총 25개 프로그램 가운데 우수 운영 사례로 꼽힌 8곳의 기업에 포상이 이뤄지는 자리다. 우수 프로그램 사례발표와 함께 성과를 공유하기 위해 마련됐다."
